frame,h50_pattern,h50_confidence,h67_pattern,h43_rejected,h66_rejected,h67_rejected
484,SINGLE_BALL,0.908,SINGLE_BALL,no,no,no
485,SINGLE_BALL,0.908,SINGLE_BALL,no,no,no
486,SINGLE_BALL,0.908,SINGLE_BALL,no,no,no
487,SINGLE_BALL,0.908,SINGLE_BALL,no,no,no
488,SINGLE_BALL,0.908,SINGLE_BALL,no,no,no
489,SINGLE_BALL,0.908,SINGLE_BALL,no,no,no
490,SINGLE_BALL,0.908,SINGLE_BALL,no,no,no
491,SINGLE_BALL,0.908,SINGLE_BALL,no,no,no
492,SINGLE_BALL,0.908,SINGLE_BALL,no,no,no
493,SINGLE_BALL,0.908,SINGLE_BALL,no,no,no
494,SINGLE_BALL,0.908,SINGLE_BALL,no,no,no
495,SINGLE_BALL,0.908,SINGLE_BALL,no,no,no
496,SINGLE_BALL,0.908,SINGLE_BALL,no,no,no
497,SINGLE_BALL,0.908,SINGLE_BALL,no,no,no
498,SINGLE_BALL,0.908,SINGLE_BALL,no,no,no
499,SINGLE_BALL,0.908,SINGLE_BALL,no,no,no
500,SINGLE_BALL,0.908,SINGLE_BALL,no,no,no
501,SINGLE_BALL,0.908,SINGLE_BALL,no,no,no
502,SINGLE_BALL,0.908,SINGLE_BALL,no,no,no
503,SINGLE_BALL,0.908,SINGLE_BALL,no,no,no
504,SINGLE_BALL,0.908,SINGLE_BALL,no,no,no
505,SINGLE_BALL,0.908,SINGLE_BALL,no,no,no
506,SINGLE_BALL,0.908,SINGLE_BALL,no,no,no
507,TWO_BALL,0.733,TWO_BALL,no,no,no
508,TWO_BALL,0.733,TWO_BALL,no,no,no
509,TWO_BALL,0.733,TWO_BALL,no,no,no
510,TWO_BALL,0.733,TWO_BALL,no,no,no
511,TWO_BALL,0.733,TWO_BALL,no,no,no
512,TWO_BALL,0.733,TWO_BALL,no,no,no
513,TWO_BALL,0.733,TWO_BALL,no,no,no
514,TWO_BALL,0.733,TWO_BALL,no,no,no
515,TWO_BALL,0.733,TWO_BALL,no,no,no
516,TWO_BALL,0.733,TWO_BALL,no,no,no
517,TWO_BALL,0.733,TWO_BALL,no,no,no
518,TWO_BALL,0.733,TWO_BALL,no,no,no
519,TWO_BALL,0.733,TWO_BALL,no,no,no
520,TWO_BALL,0.733,TWO_BALL,no,no,no
521,TWO_BALL,0.733,TWO_BALL,no,no,no
522,TWO_BALL,0.733,TWO_BALL,no,no,no
533,CASCADE_3+,0.704,CASCADE_3+,no,no,no
534,MIXED_3+,0.704,MIXED_3+,no,no,no
535,SINGLE_BALL,0.908,SINGLE_BALL,no,no,no
536,SINGLE_BALL,0.908,SINGLE_BALL,no,no,no
537,SINGLE_BALL,0.908,SINGLE_BALL,no,no,no
538,SINGLE_BALL,0.908,SINGLE_BALL,no,no,no
539,SINGLE_BALL,0.908,SINGLE_BALL,no,no,no
540,SINGLE_BALL,0.908,SINGLE_BALL,no,no,no
541,SINGLE_BALL,0.908,SINGLE_BALL,no,no,no
542,SINGLE_BALL,0.908,SINGLE_BALL,no,no,no
543,SINGLE_BALL,0.908,SINGLE_BALL,no,no,no
544,SINGLE_BALL,0.908,SINGLE_BALL,no,no,no
545,TWO_BALL,0.776,TWO_BALL,no,no,no
546,TWO_BALL,0.776,TWO_BALL,no,no,no
547,TWO_BALL,0.776,TWO_BALL,no,no,no
548,TWO_BALL,0.776,TWO_BALL,no,no,no
549,MIXED_3+,0.704,MIXED_3+,no,no,no
550,MIXED_3+,0.704,MIXED_3+,no,no,no
551,MIXED_3+,0.704,MIXED_3+,no,no,no
552,MIXED_3+,0.704,MIXED_3+,no,no,no
553,MIXED_3+,0.704,MIXED_3+,no,no,no
554,MIXED_3+,0.704,MIXED_3+,no,no,no
555,MIXED_3+,0.704,MIXED_3+,no,no,no
556,MIXED_3+,0.704,MIXED_3+,no,no,no
557,MIXED_3+,0.704,MIXED_3+,no,no,no
558,MIXED_3+,0.704,MIXED_3+,no,no,no
559,MIXED_3+,0.704,MIXED_3+,no,no,no
560,MIXED_3+,0.704,MIXED_3+,no,no,no
561,MIXED_3+,0.704,MIXED_3+,no,no,no
562,MIXED_3+,0.704,MIXED_3+,no,no,no
563,MIXED_3+,0.704,MIXED_3+,no,no,no
564,MIXED_3+,0.704,MIXED_3+,no,no,no
565,MIXED_3+,0.704,MIXED_3+,no,no,no
566,MIXED_3+,0.704,MIXED_3+,no,no,no
567,MIXED_3+,0.704,MIXED_3+,no,no,no
568,MIXED_3+,0.704,MIXED_3+,no,no,no
569,MIXED_3+,0.704,MIXED_3+,no,no,no
570,MIXED_3+,0.704,MIXED_3+,no,no,no
571,MIXED_3+,0.704,MIXED_3+,no,no,no
572,MIXED_3+,0.704,MIXED_3+,no,no,no
573,MIXED_3+,0.704,MIXED_3+,no,no,no
574,MIXED_3+,0.704,MIXED_3+,no,no,no
575,MIXED_3+,0.704,MIXED_3+,no,no,no
576,MIXED_3+,0.704,MIXED_3+,no,no,no
577,MIXED_3+,0.704,MIXED_3+,no,no,no
578,MIXED_3+,0.704,MIXED_3+,no,no,no
579,TWO_BALL,0.602,TWO_BALL,no,no,no
580,TWO_BALL,0.602,TWO_BALL,no,no,no
581,TWO_BALL,0.602,TWO_BALL,no,no,no
582,TWO_BALL,0.602,TWO_BALL,no,no,no
583,SINGLE_BALL,0.645,SINGLE_BALL,no,no,no
584,SINGLE_BALL,0.645,SINGLE_BALL,no,no,no
585,SINGLE_BALL,0.645,SINGLE_BALL,no,no,no
586,SINGLE_BALL,0.645,SINGLE_BALL,no,no,no
587,SINGLE_BALL,0.645,SINGLE_BALL,no,no,no
588,SINGLE_BALL,0.645,SINGLE_BALL,no,no,no
589,SINGLE_BALL,0.645,SINGLE_BALL,no,no,no
590,SINGLE_BALL,0.645,SINGLE_BALL,no,no,no
591,TWO_BALL,0.602,TWO_BALL,no,no,no
592,TWO_BALL,0.602,TWO_BALL,no,no,no
593,MIXED_3+,0.696,MIXED_3+,no,no,no
594,MIXED_3+,0.696,MIXED_3+,no,no,no
595,MIXED_3+,0.696,MIXED_3+,no,no,no
596,MIXED_3+,0.696,MIXED_3+,no,no,no
597,MIXED_3+,0.696,MIXED_3+,no,no,no
598,MIXED_3+,0.696,MIXED_3+,no,no,no
599,TWO_BALL,0.602,TWO_BALL,no,no,no
600,TWO_BALL,0.602,TWO_BALL,no,no,no
601,TWO_BALL,0.602,TWO_BALL,no,no,no
602,TWO_BALL,0.602,TWO_BALL,no,no,no
603,TWO_BALL,0.602,TWO_BALL,no,no,no
604,TWO_BALL,0.602,TWO_BALL,no,no,no
605,TWO_BALL,0.602,TWO_BALL,no,no,no
606,TWO_BALL,0.602,TWO_BALL,no,no,no
607,TWO_BALL,0.602,TWO_BALL,no,no,no
608,TWO_BALL,0.602,TWO_BALL,no,no,no
609,SINGLE_BALL,0.645,SINGLE_BALL,no,no,no
610,SINGLE_BALL,0.645,SINGLE_BALL,no,no,no
611,SINGLE_BALL,0.645,SINGLE_BALL,no,no,no
612,SINGLE_BALL,0.645,SINGLE_BALL,no,no,no
613,SINGLE_BALL,0.645,SINGLE_BALL,no,no,no
614,SINGLE_BALL,0.645,SINGLE_BALL,no,no,no
615,SINGLE_BALL,0.645,SINGLE_BALL,no,no,no
616,SINGLE_BALL,0.645,SINGLE_BALL,no,no,no
617,SINGLE_BALL,0.645,SINGLE_BALL,no,no,no
618,SINGLE_BALL,0.645,SINGLE_BALL,no,no,no
619,SINGLE_BALL,0.645,SINGLE_BALL,no,no,no
620,SINGLE_BALL,0.645,SINGLE_BALL,no,no,no
621,TWO_BALL,0.602,TWO_BALL,no,no,no
622,TWO_BALL,0.602,TWO_BALL,no,no,no
623,TWO_BALL,0.792,TWO_BALL,no,no,no
624,TWO_BALL,0.792,TWO_BALL,no,no,no
625,TWO_BALL,0.792,TWO_BALL,no,no,no
626,TWO_BALL,0.792,TWO_BALL,no,no,no
627,TWO_BALL,0.792,TWO_BALL,no,no,no
628,TWO_BALL,0.792,TWO_BALL,no,no,no
629,TWO_BALL,0.792,TWO_BALL,no,no,no
630,TWO_BALL,0.792,TWO_BALL,no,no,no
631,FOUNTAIN_3+,0.714,FOUNTAIN_3+,no,no,no
632,FOUNTAIN_3+,0.714,FOUNTAIN_3+,no,no,no
633,FOUNTAIN_3+,0.714,FOUNTAIN_3+,no,no,no
634,FOUNTAIN_3+,0.714,FOUNTAIN_3+,no,no,no
635,FOUNTAIN_3+,0.714,FOUNTAIN_3+,no,no,no
636,FOUNTAIN_3+,0.714,FOUNTAIN_3+,no,no,no
637,FOUNTAIN_3+,0.714,FOUNTAIN_3+,no,no,no
638,FOUNTAIN_3+,0.714,FOUNTAIN_3+,no,no,no
639,FOUNTAIN_3+,0.714,FOUNTAIN_3+,no,no,no
640,FOUNTAIN_3+,0.714,FOUNTAIN_3+,no,no,no
641,FOUNTAIN_3+,0.714,FOUNTAIN_3+,no,no,no
642,FOUNTAIN_3+,0.714,FOUNTAIN_3+,no,no,no
643,FOUNTAIN_3+,0.714,FOUNTAIN_3+,no,no,no
644,FOUNTAIN_3+,0.714,FOUNTAIN_3+,no,no,no
645,FOUNTAIN_3+,0.714,FOUNTAIN_3+,no,no,no
646,FOUNTAIN_3+,0.714,FOUNTAIN_3+,no,no,no
647,FOUNTAIN_3+,0.714,FOUNTAIN_3+,no,no,no
648,FOUNTAIN_3+,0.714,FOUNTAIN_3+,no,no,no
649,FOUNTAIN_3+,0.714,FOUNTAIN_3+,no,no,no
650,FOUNTAIN_3+,0.714,FOUNTAIN_3+,no,no,no
651,FOUNTAIN_3+,0.714,FOUNTAIN_3+,no,no,no
652,FOUNTAIN_3+,0.714,FOUNTAIN_3+,no,no,no
653,FOUNTAIN_3+,0.714,FOUNTAIN_3+,no,no,no
654,FOUNTAIN_3+,0.714,FOUNTAIN_3+,no,no,no
655,FOUNTAIN_3+,0.714,FOUNTAIN_3+,no,no,no
656,FOUNTAIN_3+,0.714,FOUNTAIN_3+,no,no,no
657,FOUNTAIN_3+,0.714,FOUNTAIN_3+,no,no,no
658,FOUNTAIN_3+,0.714,FOUNTAIN_3+,no,no,no
659,FOUNTAIN_3+,0.714,FOUNTAIN_3+,no,no,no
660,FOUNTAIN_3+,0.714,FOUNTAIN_3+,no,no,no
661,FOUNTAIN_3+,0.714,FOUNTAIN_3+,no,no,no
662,FOUNTAIN_3+,0.714,FOUNTAIN_3+,no,no,no
663,FOUNTAIN_3+,0.714,FOUNTAIN_3+,no,no,no
664,FOUNTAIN_3+,0.714,FOUNTAIN_3+,no,no,no
665,FOUNTAIN_3+,0.714,FOUNTAIN_3+,no,no,no
666,FOUNTAIN_3+,0.714,FOUNTAIN_3+,no,no,no
667,FOUNTAIN_3+,0.714,FOUNTAIN_3+,no,no,no
668,FOUNTAIN_3+,0.714,FOUNTAIN_3+,no,no,no
669,FOUNTAIN_3+,0.714,FOUNTAIN_3+,no,no,no
670,MIXED_3+,0.714,MIXED_3+,no,no,no
671,TWO_BALL,0.792,TWO_BALL,no,no,no
672,TWO_BALL,0.792,TWO_BALL,no,no,no
673,TWO_BALL,0.792,TWO_BALL,no,no,no
674,TWO_BALL,0.792,TWO_BALL,no,no,no
675,TWO_BALL,0.792,TWO_BALL,no,no,no
676,TWO_BALL,0.792,TWO_BALL,no,no,no
677,SINGLE_BALL,0.938,SINGLE_BALL,no,no,no
678,SINGLE_BALL,0.938,SINGLE_BALL,no,no,no
679,TWO_BALL,0.748,TWO_BALL,no,no,no
680,TWO_BALL,0.748,TWO_BALL,no,no,no
681,TWO_BALL,0.748,TWO_BALL,no,no,no
682,TWO_BALL,0.748,TWO_BALL,no,no,no
683,TWO_BALL,0.748,TWO_BALL,no,no,no
684,TWO_BALL,0.748,TWO_BALL,no,no,no
685,CASCADE_3+,0.714,CASCADE_3+,no,no,no
686,CASCADE_3+,0.714,CASCADE_3+,no,no,no
687,CASCADE_3+,0.714,CASCADE_3+,no,no,no
688,CASCADE_3+,0.714,CASCADE_3+,no,no,no
689,CASCADE_3+,0.714,CASCADE_3+,no,no,no
690,CASCADE_3+,0.714,CASCADE_3+,no,no,no
691,CASCADE_3+,0.785,CASCADE_3+,no,no,no
692,CASCADE_3+,0.785,CASCADE_3+,no,no,no
693,CASCADE_3+,0.785,CASCADE_3+,no,no,no
694,CASCADE_3+,0.785,CASCADE_3+,no,no,no
695,CASCADE_3+,0.785,CASCADE_3+,no,no,no
696,CASCADE_3+,0.785,CASCADE_3+,no,no,no
697,CASCADE_3+,0.828,CASCADE_3+,no,no,no
698,CASCADE_3+,0.785,CASCADE_3+,no,no,no
699,CASCADE_3+,0.785,CASCADE_3+,no,no,no
700,CASCADE_3+,0.785,CASCADE_3+,no,no,no
701,CASCADE_3+,0.714,CASCADE_3+,no,no,no
702,CASCADE_3+,0.714,CASCADE_3+,no,no,no
703,CASCADE_3+,0.714,CASCADE_3+,no,no,no
704,CASCADE_3+,0.714,CASCADE_3+,no,no,no
705,CASCADE_3+,0.714,CASCADE_3+,no,no,no
706,CASCADE_3+,0.714,CASCADE_3+,no,no,no
707,CASCADE_3+,0.714,CASCADE_3+,no,no,no
708,CASCADE_3+,0.714,CASCADE_3+,no,no,no
709,CASCADE_3+,0.714,CASCADE_3+,no,no,no
710,CASCADE_3+,0.714,CASCADE_3+,no,no,no
711,CASCADE_3+,0.714,CASCADE_3+,no,no,no
712,CASCADE_3+,0.714,CASCADE_3+,no,no,no
713,CASCADE_3+,0.714,CASCADE_3+,no,no,no
714,CASCADE_3+,0.714,CASCADE_3+,no,no,no
715,CASCADE_3+,0.714,CASCADE_3+,no,no,no
716,CASCADE_3+,0.714,CASCADE_3+,no,no,no
717,TWO_BALL,0.792,TWO_BALL,no,no,no
718,TWO_BALL,0.792,TWO_BALL,no,no,no
719,TWO_BALL,0.792,TWO_BALL,no,no,no
720,TWO_BALL,0.792,TWO_BALL,no,no,no
721,TWO_BALL,0.792,TWO_BALL,no,no,no
722,TWO_BALL,0.792,TWO_BALL,no,no,no
723,TWO_BALL,0.792,TWO_BALL,no,no,no
724,TWO_BALL,0.792,TWO_BALL,no,no,no
725,TWO_BALL,0.792,TWO_BALL,no,no,no
726,TWO_BALL,0.792,TWO_BALL,no,no,no
727,TWO_BALL,0.792,TWO_BALL,no,no,no
728,TWO_BALL,0.792,TWO_BALL,no,no,no
729,TWO_BALL,0.792,TWO_BALL,no,no,no
730,TWO_BALL,0.792,TWO_BALL,no,no,no
731,TWO_BALL,0.792,TWO_BALL,no,no,no
732,TWO_BALL,0.792,TWO_BALL,no,no,no
733,CASCADE_3+,0.751,CASCADE_3+,no,no,no
734,CASCADE_3+,0.751,CASCADE_3+,no,no,no
735,CASCADE_3+,0.751,CASCADE_3+,no,no,no
736,CASCADE_3+,0.751,CASCADE_3+,no,no,no
737,CASCADE_3+,0.751,CASCADE_3+,no,no,no
738,CASCADE_3+,0.751,CASCADE_3+,no,no,no
739,CASCADE_3+,0.751,CASCADE_3+,no,no,no
740,CASCADE_3+,0.751,CASCADE_3+,no,no,no
741,CASCADE_3+,0.751,CASCADE_3+,no,no,no
742,CASCADE_3+,0.751,CASCADE_3+,no,no,no
743,CASCADE_3+,0.751,CASCADE_3+,no,no,no
744,CASCADE_3+,0.751,CASCADE_3+,no,no,no
745,CASCADE_3+,0.751,CASCADE_3+,no,no,no
746,CASCADE_3+,0.751,CASCADE_3+,no,no,no
747,CASCADE_3+,0.751,CASCADE_3+,no,no,no
748,CASCADE_3+,0.751,CASCADE_3+,no,no,no
749,CASCADE_3+,0.751,CASCADE_3+,no,no,no
750,CASCADE_3+,0.751,CASCADE_3+,no,no,no
751,CASCADE_3+,0.751,CASCADE_3+,no,no,no
752,CASCADE_3+,0.751,CASCADE_3+,no,no,no
753,CASCADE_3+,0.751,CASCADE_3+,no,no,no
754,CASCADE_3+,0.751,CASCADE_3+,no,no,no
755,CASCADE_3+,0.751,CASCADE_3+,no,no,no
756,CASCADE_3+,0.751,CASCADE_3+,no,no,no
757,CASCADE_3+,0.751,CASCADE_3+,no,no,no
758,CASCADE_3+,0.751,CASCADE_3+,no,no,no
759,CASCADE_3+,0.751,CASCADE_3+,no,no,no
760,CASCADE_3+,0.751,CASCADE_3+,no,no,no
761,CASCADE_3+,0.751,CASCADE_3+,no,no,no
762,CASCADE_3+,0.751,CASCADE_3+,no,no,no
763,CASCADE_3+,0.751,CASCADE_3+,no,no,no
764,CASCADE_3+,0.751,CASCADE_3+,no,no,no
765,CASCADE_3+,0.745,CASCADE_3+,no,no,no
766,CASCADE_3+,0.745,CASCADE_3+,no,no,no
767,TWO_BALL,0.803,TWO_BALL,no,no,no
768,TWO_BALL,0.803,TWO_BALL,no,no,no
769,TWO_BALL,0.803,TWO_BALL,no,no,no
770,TWO_BALL,0.803,TWO_BALL,no,no,no
771,TWO_BALL,0.803,TWO_BALL,no,no,no
772,TWO_BALL,0.803,TWO_BALL,no,no,no
773,TWO_BALL,0.803,TWO_BALL,no,no,no
774,TWO_BALL,0.803,TWO_BALL,no,no,no
775,CASCADE_3+,0.778,CASCADE_3+,no,no,no
776,CASCADE_3+,0.778,CASCADE_3+,no,no,no
777,CASCADE_3+,0.778,CASCADE_3+,no,no,no
778,CASCADE_3+,0.778,CASCADE_3+,no,no,no
779,CASCADE_3+,0.778,CASCADE_3+,no,no,no
780,MIXED_3+,0.778,MIXED_3+,no,no,no
781,SINGLE_BALL,0.668,SINGLE_BALL,no,no,no
782,SINGLE_BALL,0.668,SINGLE_BALL,no,no,no
783,SINGLE_BALL,0.668,SINGLE_BALL,no,no,no
784,SINGLE_BALL,0.668,SINGLE_BALL,no,no,no
785,SINGLE_BALL,0.668,SINGLE_BALL,no,no,no
786,SINGLE_BALL,0.668,SINGLE_BALL,no,no,no
787,SINGLE_BALL,0.668,SINGLE_BALL,no,no,no
788,SINGLE_BALL,0.668,SINGLE_BALL,no,no,no
789,SINGLE_BALL,0.668,SINGLE_BALL,no,no,no
790,SINGLE_BALL,0.668,SINGLE_BALL,no,no,no
791,TWO_BALL,0.537,TWO_BALL,no,no,no
792,TWO_BALL,0.537,TWO_BALL,no,no,no
793,TWO_BALL,0.537,TWO_BALL,no,no,no
794,TWO_BALL,0.537,TWO_BALL,no,no,no
795,TWO_BALL,0.537,TWO_BALL,no,no,no
796,TWO_BALL,0.537,TWO_BALL,no,no,no
797,MIXED_3+,0.600,MIXED_3+,no,no,no
798,MIXED_3+,0.600,MIXED_3+,no,no,no
799,MIXED_3+,0.600,MIXED_3+,no,no,no
800,MIXED_3+,0.600,MIXED_3+,no,no,no
801,MIXED_3+,0.600,MIXED_3+,no,no,no
802,MIXED_3+,0.600,MIXED_3+,no,no,no
803,MIXED_3+,0.600,MIXED_3+,no,no,no
804,MIXED_3+,0.600,MIXED_3+,no,no,no
805,MIXED_3+,0.600,MIXED_3+,no,no,no
806,TWO_BALL,0.566,TWO_BALL,no,no,no
807,TWO_BALL,0.566,TWO_BALL,no,no,no
808,TWO_BALL,0.566,TWO_BALL,no,no,no
809,TWO_BALL,0.566,TWO_BALL,no,no,no
810,TWO_BALL,0.566,TWO_BALL,no,no,no
811,MIXED_3+,0.600,MIXED_3+,no,no,no
812,TWO_BALL,0.566,TWO_BALL,no,no,no
813,TWO_BALL,0.566,TWO_BALL,no,no,no
814,MIXED_3+,0.711,MIXED_3+,no,no,no
815,MIXED_3+,0.711,MIXED_3+,no,no,no
816,MIXED_3+,0.711,MIXED_3+,no,no,no
817,MIXED_3+,0.711,MIXED_3+,no,no,no
818,MIXED_3+,0.711,MIXED_3+,no,no,no
819,MIXED_3+,0.711,MIXED_3+,no,no,no
820,MIXED_3+,0.711,MIXED_3+,no,no,no
821,MIXED_3+,0.711,MIXED_3+,no,no,no
822,MIXED_3+,0.711,MIXED_3+,no,no,no
823,MIXED_3+,0.711,MIXED_3+,no,no,no
824,MIXED_3+,0.711,MIXED_3+,no,no,no
825,MIXED_3+,0.711,MIXED_3+,no,no,no
826,MIXED_3+,0.711,MIXED_3+,no,no,no
827,MIXED_3+,0.711,MIXED_3+,no,no,no
828,MIXED_3+,0.711,MIXED_3+,no,no,no
829,MIXED_3+,0.711,MIXED_3+,no,no,no
830,TWO_BALL_ONE_HAND,0.566,TWO_BALL_ONE_HAND,no,no,no
831,SINGLE_BALL,0.405,SINGLE_BALL,no,no,no
832,SINGLE_BALL,0.405,SINGLE_BALL,no,no,no
833,SINGLE_BALL,0.405,SINGLE_BALL,no,no,no
834,SINGLE_BALL,0.405,SINGLE_BALL,no,no,no
835,SINGLE_BALL,0.405,SINGLE_BALL,no,no,no
836,SINGLE_BALL,0.405,SINGLE_BALL,no,no,no
837,SINGLE_BALL,0.405,SINGLE_BALL,no,no,no
838,SINGLE_BALL,0.405,SINGLE_BALL,no,no,no
839,TWO_BALL_ONE_HAND,0.675,TWO_BALL_ONE_HAND,no,no,no
840,SINGLE_BALL,0.944,SINGLE_BALL,no,no,no
841,SINGLE_BALL,0.944,SINGLE_BALL,no,no,no
842,SINGLE_BALL,0.944,SINGLE_BALL,no,no,no
843,SINGLE_BALL,0.944,SINGLE_BALL,no,no,no
844,SINGLE_BALL,0.944,SINGLE_BALL,no,no,no
845,SINGLE_BALL,0.944,SINGLE_BALL,no,no,no
846,SINGLE_BALL,0.944,SINGLE_BALL,no,no,no
847,SINGLE_BALL,0.944,SINGLE_BALL,no,no,no
848,SINGLE_BALL,0.944,SINGLE_BALL,no,no,no
849,SINGLE_BALL,0.944,SINGLE_BALL,no,no,no
850,SINGLE_BALL,0.944,SINGLE_BALL,no,no,no
851,SINGLE_BALL,0.944,SINGLE_BALL,no,no,no
852,SINGLE_BALL,0.944,SINGLE_BALL,no,no,no
853,SINGLE_BALL,0.944,SINGLE_BALL,no,no,no
854,SINGLE_BALL,0.944,SINGLE_BALL,no,no,no
855,TWO_BALL,0.972,TWO_BALL,no,no,no
856,FOUNTAIN_3+,0.890,FOUNTAIN_3+,no,no,no
857,TWO_BALL,0.835,TWO_BALL,no,no,no
858,TWO_BALL,0.835,TWO_BALL,no,no,no
859,TWO_BALL,0.835,TWO_BALL,no,no,no
860,FOUNTAIN_3+,0.692,FOUNTAIN_3+,no,no,no
861,FOUNTAIN_3+,0.692,FOUNTAIN_3+,no,no,no
862,FOUNTAIN_3+,0.692,FOUNTAIN_3+,no,no,no
863,FOUNTAIN_3+,0.692,FOUNTAIN_3+,no,no,no
864,FOUNTAIN_3+,0.692,FOUNTAIN_3+,no,no,no
865,FOUNTAIN_3+,0.692,FOUNTAIN_3+,no,no,no
866,FOUNTAIN_3+,0.692,FOUNTAIN_3+,no,no,no
867,FOUNTAIN_3+,0.692,FOUNTAIN_3+,no,no,no
868,FOUNTAIN_3+,0.692,FOUNTAIN_3+,no,no,no
869,FOUNTAIN_3+,0.692,FOUNTAIN_3+,no,no,no
870,FOUNTAIN_3+,0.692,FOUNTAIN_3+,no,no,no
871,FOUNTAIN_3+,0.692,FOUNTAIN_3+,no,no,no
872,FOUNTAIN_3+,0.692,FOUNTAIN_3+,no,no,no
873,TWO_BALL,0.675,TWO_BALL,no,no,no
874,TWO_BALL,0.675,TWO_BALL,no,no,no
875,TWO_BALL,0.675,TWO_BALL,no,no,no
876,TWO_BALL,0.675,TWO_BALL,no,no,no
877,TWO_BALL,0.675,TWO_BALL,no,no,no
878,TWO_BALL,0.675,TWO_BALL,no,no,no
879,TWO_BALL,0.675,TWO_BALL,no,no,no
880,TWO_BALL,0.675,TWO_BALL,no,no,no
881,SINGLE_BALL,0.405,SINGLE_BALL,no,no,no
882,SINGLE_BALL,0.405,SINGLE_BALL,no,no,no
883,TWO_BALL,0.703,TWO_BALL,no,no,no
884,TWO_BALL,0.703,TWO_BALL,no,no,no
885,FOUNTAIN_3+,0.662,FOUNTAIN_3+,no,no,no
886,TWO_BALL,0.493,TWO_BALL,no,no,no
887,TWO_BALL,0.493,TWO_BALL,no,no,no
888,TWO_BALL,0.493,TWO_BALL,no,no,no
889,TWO_BALL,0.493,TWO_BALL,no,no,no
890,FOUNTAIN_3+,0.571,FOUNTAIN_3+,no,no,no
891,FOUNTAIN_3+,0.571,FOUNTAIN_3+,no,no,no
892,FOUNTAIN_3+,0.571,FOUNTAIN_3+,no,no,no
893,FOUNTAIN_3+,0.571,FOUNTAIN_3+,no,no,no
894,FOUNTAIN_3+,0.571,FOUNTAIN_3+,no,no,no
895,FOUNTAIN_3+,0.571,FOUNTAIN_3+,no,no,no
896,FOUNTAIN_3+,0.571,FOUNTAIN_3+,no,no,no
897,FOUNTAIN_3+,0.571,FOUNTAIN_3+,no,no,no
898,FOUNTAIN_3+,0.571,FOUNTAIN_3+,no,no,no
899,FOUNTAIN_3+,0.571,FOUNTAIN_3+,no,no,no
900,FOUNTAIN_3+,0.571,FOUNTAIN_3+,no,no,no
901,FOUNTAIN_3+,0.571,FOUNTAIN_3+,no,no,no
902,FOUNTAIN_3+,0.571,FOUNTAIN_3+,no,no,no
903,FOUNTAIN_3+,0.571,FOUNTAIN_3+,no,no,no
904,FOUNTAIN_3+,0.571,FOUNTAIN_3+,no,no,no
905,FOUNTAIN_3+,0.571,FOUNTAIN_3+,no,no,no
906,FOUNTAIN_3+,0.571,FOUNTAIN_3+,no,no,no
907,FOUNTAIN_3+,0.571,FOUNTAIN_3+,no,no,no
908,FOUNTAIN_3+,0.571,FOUNTAIN_3+,no,no,no
909,FOUNTAIN_3+,0.571,FOUNTAIN_3+,no,no,no
910,FOUNTAIN_3+,0.571,FOUNTAIN_3+,no,no,no
911,FOUNTAIN_3+,0.571,FOUNTAIN_3+,no,no,no
912,FOUNTAIN_3+,0.571,FOUNTAIN_3+,no,no,no
913,FOUNTAIN_3+,0.571,FOUNTAIN_3+,no,no,no
914,FOUNTAIN_3+,0.571,FOUNTAIN_3+,no,no,no
915,FOUNTAIN_3+,0.571,FOUNTAIN_3+,no,no,no
916,FOUNTAIN_3+,0.571,FOUNTAIN_3+,no,no,no
917,FOUNTAIN_3+,0.571,FOUNTAIN_3+,no,no,no
918,FOUNTAIN_3+,0.571,FOUNTAIN_3+,no,no,no
919,FOUNTAIN_3+,0.571,FOUNTAIN_3+,no,no,no
920,FOUNTAIN_3+,0.571,FOUNTAIN_3+,no,no,no
921,FOUNTAIN_3+,0.571,FOUNTAIN_3+,no,no,no
922,FOUNTAIN_3+,0.571,FOUNTAIN_3+,no,no,no
923,FOUNTAIN_3+,0.571,FOUNTAIN_3+,no,no,no
924,FOUNTAIN_3+,0.571,FOUNTAIN_3+,no,no,no
925,FOUNTAIN_3+,0.571,FOUNTAIN_3+,no,no,no
926,FOUNTAIN_3+,0.571,FOUNTAIN_3+,no,no,no
927,FOUNTAIN_3+,0.571,FOUNTAIN_3+,no,no,no
928,FOUNTAIN_3+,0.571,FOUNTAIN_3+,no,no,no
929,FOUNTAIN_3+,0.571,FOUNTAIN_3+,no,no,no
930,FOUNTAIN_3+,0.571,FOUNTAIN_3+,no,no,no
931,FOUNTAIN_3+,0.571,FOUNTAIN_3+,no,no,no
932,FOUNTAIN_3+,0.571,FOUNTAIN_3+,no,no,no
933,FOUNTAIN_3+,0.571,FOUNTAIN_3+,no,no,no
934,FOUNTAIN_3+,0.571,FOUNTAIN_3+,no,no,no
935,FOUNTAIN_3+,0.571,FOUNTAIN_3+,no,no,no
936,FOUNTAIN_3+,0.571,FOUNTAIN_3+,no,no,no
937,TWO_BALL,0.653,TWO_BALL,no,no,no
938,TWO_BALL,0.653,TWO_BALL,no,no,no
939,TWO_BALL,0.653,TWO_BALL,no,no,no
940,TWO_BALL,0.653,TWO_BALL,no,no,no
941,TWO_BALL,0.653,TWO_BALL,no,no,no
942,TWO_BALL,0.653,TWO_BALL,no,no,no
943,TWO_BALL,0.653,TWO_BALL,no,no,no
